lat,long,elev,name,Year,Temp
-18.23,127.66,422,HALLS CREEK,1980,33.0659
-18.23,127.66,422,HALLS CREEK,1981,33.5374
-18.23,127.66,422,HALLS CREEK,1982,32.13644
-18.23,127.66,422,HALLS CREEK,1983,32.04219
-18.23,127.66,422,HALLS CREEK,1984,32.61421
-18.23,127.66,422,HALLS CREEK,1985,33.34971
-18.23,127.66,422,HALLS CREEK,1986,33.6989
-18.23,127.66,422,HALLS CREEK,1987,33.16301
-18.23,127.66,422,HALLS CREEK,1988,33.99317
-18.23,127.66,422,HALLS CREEK,1989,33.40301
-18.23,127.66,422,HALLS CREEK,1990,33.78082
-18.23,127.66,422,HALLS CREEK,1991,33.41671
-18.23,127.66,422,HALLS CREEK,1992,34.33634
-18.23,127.66,422,HALLS CREEK,1993,33.10548
-18.23,127.66,422,HALLS CREEK,1994,32.62384
-18.23,127.66,422,HALLS CREEK,1995,32.71507
-18.23,127.66,422,HALLS CREEK,1996,33.44399
-18.23,127.66,422,HALLS CREEK,1997,32.65096
-18.23,127.66,422,HALLS CREEK,1998,34.1489
-18.23,127.66,422,HALLS CREEK,1999,33.13068
-18.23,127.66,422,HALLS CREEK,2000,31.58934
-18.23,127.66,422,HALLS CREEK,2001,32.15589
-18.23,127.66,422,HALLS CREEK,2002,33.20767
-18.23,127.66,422,HALLS CREEK,2003,33.92466
-18.23,127.66,422,HALLS CREEK,2004,32.91038
-18.23,127.66,422,HALLS CREEK,2005,34.58603
-18.23,127.66,422,HALLS CREEK,2006,32.64274
-18.23,127.66,422,HALLS CREEK,2007,33.01129
-18.23,127.66,422,HALLS CREEK,2008,33.31503
-18.23,127.66,422,HALLS CREEK,2009,33.54187
-18.23,127.66,422,HALLS CREEK,2010,34.00055
-18.23,127.66,422,HALLS CREEK,2011,31.54356
-18.23,127.66,422,HALLS CREEK,2012,32.29016
-18.23,127.66,422,HALLS CREEK,2013,34.28356
-18.23,127.66,422,HALLS CREEK,2014,33.7211
-18.23,127.66,422,HALLS CREEK,2015,33.60525
-18.23,127.66,422,HALLS CREEK,2016,34.76181
-18.23,127.66,422,HALLS CREEK,2017,33.60521
-18.23,127.66,422,HALLS CREEK,2018,34.53288
-18.23,127.66,422,HALLS CREEK,2019,36.67415
-17.95,122.24,7.4,BROOME AIRPORT,1975,32.03301
-17.95,122.24,7.4,BROOME AIRPORT,1976,31.30956
-17.95,122.24,7.4,BROOME AIRPORT,1977,31.97315
-17.95,122.24,7.4,BROOME AIRPORT,1978,31.14247
-17.95,122.24,7.4,BROOME AIRPORT,1979,32.07014
-17.95,122.24,7.4,BROOME AIRPORT,1980,32.60082
-17.95,122.24,7.4,BROOME AIRPORT,1981,32.38493
-17.95,122.24,7.4,BROOME AIRPORT,1982,32.14877
-17.95,122.24,7.4,BROOME AIRPORT,1983,31.91464
-17.95,122.24,7.4,BROOME AIRPORT,1984,32.01694
-17.95,122.24,7.4,BROOME AIRPORT,1985,31.86822
-17.95,122.24,7.4,BROOME AIRPORT,1986,31.34658
-17.95,122.24,7.4,BROOME AIRPORT,1987,32.02904
-17.95,122.24,7.4,BROOME AIRPORT,1988,33.08087
-17.95,122.24,7.4,BROOME AIRPORT,1989,32.41753
-17.95,122.24,7.4,BROOME AIRPORT,1990,32.68
-17.95,122.24,7.4,BROOME AIRPORT,1991,31.53836
-17.95,122.24,7.4,BROOME AIRPORT,1992,32.09699
-17.95,122.24,7.4,BROOME AIRPORT,1993,31.55726
-17.95,122.24,7.4,BROOME AIRPORT,1994,32.67397
-17.95,122.24,7.4,BROOME AIRPORT,1995,32.13808
-17.95,122.24,7.4,BROOME AIRPORT,1996,32.3123
-17.95,122.24,7.4,BROOME AIRPORT,1997,31.33918
-17.95,122.24,7.4,BROOME AIRPORT,1998,32.6211
-17.95,122.24,7.4,BROOME AIRPORT,1999,32.10027
-17.95,122.24,7.4,BROOME AIRPORT,2000,31.03388
-17.95,122.24,7.4,BROOME AIRPORT,2001,31.53425
-17.95,122.24,7.4,BROOME AIRPORT,2002,32.82466
-17.95,122.24,7.4,BROOME AIRPORT,2003,32.21425
-17.95,122.24,7.4,BROOME AIRPORT,2004,31.56202
-17.95,122.24,7.4,BROOME AIRPORT,2005,32.36301
-17.95,122.24,7.4,BROOME AIRPORT,2006,31.95781
-17.95,122.24,7.4,BROOME AIRPORT,2007,32.27671
-17.95,122.24,7.4,BROOME AIRPORT,2008,32.57568
-17.95,122.24,7.4,BROOME AIRPORT,2009,32.72164
-17.95,122.24,7.4,BROOME AIRPORT,2010,33.00274
-17.95,122.24,7.4,BROOME AIRPORT,2011,31.97288
-17.95,122.24,7.4,BROOME AIRPORT,2012,32.66202
-17.95,122.24,7.4,BROOME AIRPORT,2013,32.59781
-17.95,122.24,7.4,BROOME AIRPORT,2014,33.07562
-17.95,122.24,7.4,BROOME AIRPORT,2015,33.04027
-17.95,122.24,7.4,BROOME AIRPORT,2016,33.33342
-17.95,122.24,7.4,BROOME AIRPORT,2017,32.94215
-17.95,122.24,7.4,BROOME AIRPORT,2018,32.30495
-17.95,122.24,7.4,BROOME AIRPORT,2019,34.26067
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1975,32.63072
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1976,32.76873
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1977,33.6
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1978,32.4283
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1979,33.90904
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1980,33.95378
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1981,33.4341
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1982,33.57961
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1983,33.69616
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1984,33.54617
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1985,33.70219
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1986,33.11068
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1987,33.36603
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1988,33.83333
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1989,32.65427
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1990,34.18986
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1991,33.73726
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1992,33.11831
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1993,32.99091
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1994,34.55781
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1995,32.84603
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1996,34.16202
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1997,32.66247
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1998,33.86575
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1999,32.56356
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2000,32.25464
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2001,32.56438
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2002,34.46685
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2003,33.80603
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2004,33.9541
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2005,34.0526
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2006,33.91699
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2007,33.74466
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2008,33.88552
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2009,34.10247
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2010,33.97692
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2011,32.48658
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2012,33.36896
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2013,33.4674
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2014,34.80438
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2015,34.23333
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2016,34.44774
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2017,33.70499
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2018,34.30446
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2019,35.78446
-21.18,119.75,182.3,MARBLE BAR,1975,33.63562
-21.18,119.75,182.3,MARBLE BAR,1976,34.75769
-21.18,119.75,182.3,MARBLE BAR,1977,35.60493
-21.18,119.75,182.3,MARBLE BAR,1978,33.84174
-21.18,119.75,182.3,MARBLE BAR,1979,35.49171
-21.18,119.75,182.3,MARBLE BAR,1980,35.29587
-21.18,119.75,182.3,MARBLE BAR,1981,35.0437
-21.18,119.75,182.3,MARBLE BAR,1982,34.3888
-21.18,119.75,182.3,MARBLE BAR,1983,34.76955
-21.18,119.75,182.3,MARBLE BAR,1984,35.55838
-21.18,119.75,182.3,MARBLE BAR,1985,35.48639
-21.18,119.75,182.3,MARBLE BAR,1986,34.77784
-21.18,119.75,182.3,MARBLE BAR,1987,34.73901
-21.18,119.75,182.3,MARBLE BAR,1988,34.80601
-21.18,119.75,182.3,MARBLE BAR,1989,34.53233
-21.18,119.75,182.3,MARBLE BAR,1990,35.49644
-21.18,119.75,182.3,MARBLE BAR,1991,35.80301
-21.18,119.75,182.3,MARBLE BAR,1992,34.60628
-21.18,119.75,182.3,MARBLE BAR,1993,34.27781
-21.18,119.75,182.3,MARBLE BAR,1994,35.5384
-21.18,119.75,182.3,MARBLE BAR,1995,33.7011
-21.18,119.75,182.3,MARBLE BAR,1996,35.79708
-21.18,119.75,182.3,MARBLE BAR,1997,35.18605
-21.18,119.75,182.3,MARBLE BAR,1998,35.5956
-21.18,119.75,182.3,MARBLE BAR,1999,34.0651
-21.18,119.75,182.3,MARBLE BAR,2000,33.45843
-21.18,119.75,182.3,MARBLE BAR,2001,34.08864
-21.18,119.75,182.3,MARBLE BAR,2002,35.96094
-21.18,119.75,182.3,MARBLE BAR,2003,35.56291
-21.18,119.75,182.3,MARBLE BAR,2004,34.92705
-21.18,119.75,182.3,MARBLE BAR,2005,36.29863
-21.18,119.75,182.3,MARBLE BAR,2006,34.6926
-21.18,119.75,182.3,MARBLE BAR,2007,36.10712
-21.18,119.75,182.3,MARBLE BAR,2008,36.08105
-21.18,119.75,182.3,MARBLE BAR,2009,35.60138
-21.18,119.75,182.3,MARBLE BAR,2010,35.44478
-21.18,119.75,182.3,MARBLE BAR,2011,34.07685
-21.18,119.75,182.3,MARBLE BAR,2012,35.01346
-21.18,119.75,182.3,MARBLE BAR,2013,35.34888
-21.18,119.75,182.3,MARBLE BAR,2014,36.07527
-21.18,119.75,182.3,MARBLE BAR,2015,36.08343
-21.18,119.75,182.3,MARBLE BAR,2016,36.50714
-21.18,119.75,182.3,MARBLE BAR,2017,35.43918
-21.18,119.75,182.3,MARBLE BAR,2018,35.91105
-21.18,119.75,182.3,MARBLE BAR,2019,38.96225
-22.24,114.1,5,LEARMONTH AIRPORT,1975,30.04412
-22.24,114.1,5,LEARMONTH AIRPORT,1976,31.75492
-22.24,114.1,5,LEARMONTH AIRPORT,1977,32.11288
-22.24,114.1,5,LEARMONTH AIRPORT,1978,31.27589
-22.24,114.1,5,LEARMONTH AIRPORT,1979,31.93049
-22.24,114.1,5,LEARMONTH AIRPORT,1980,30.92378
-22.24,114.1,5,LEARMONTH AIRPORT,1981,31.92575
-22.24,114.1,5,LEARMONTH AIRPORT,1982,31.84274
-22.24,114.1,5,LEARMONTH AIRPORT,1983,32.31671
-22.24,114.1,5,LEARMONTH AIRPORT,1984,31.50546
-22.24,114.1,5,LEARMONTH AIRPORT,1985,31.89699
-22.24,114.1,5,LEARMONTH AIRPORT,1986,31.39288
-22.24,114.1,5,LEARMONTH AIRPORT,1987,31.41425
-22.24,114.1,5,LEARMONTH AIRPORT,1988,32.4541
-22.24,114.1,5,LEARMONTH AIRPORT,1989,31.55973
-22.24,114.1,5,LEARMONTH AIRPORT,1990,31.34493
-22.24,114.1,5,LEARMONTH AIRPORT,1991,32.18904
-22.24,114.1,5,LEARMONTH AIRPORT,1992,30.52623
-22.24,114.1,5,LEARMONTH AIRPORT,1993,31.32164
-22.24,114.1,5,LEARMONTH AIRPORT,1994,33.07342
-22.24,114.1,5,LEARMONTH AIRPORT,1995,30.83973
-22.24,114.1,5,LEARMONTH AIRPORT,1996,32.25656
-22.24,114.1,5,LEARMONTH AIRPORT,1997,31.5874
-22.24,114.1,5,LEARMONTH AIRPORT,1998,31.79615
-22.24,114.1,5,LEARMONTH AIRPORT,1999,31.14615
-22.24,114.1,5,LEARMONTH AIRPORT,2000,31.10389
-22.24,114.1,5,LEARMONTH AIRPORT,2001,31.2967
-22.24,114.1,5,LEARMONTH AIRPORT,2002,32.39753
-22.24,114.1,5,LEARMONTH AIRPORT,2003,32.55699
-22.24,114.1,5,LEARMONTH AIRPORT,2004,32.09617
-22.24,114.1,5,LEARMONTH AIRPORT,2005,32.24466
-22.24,114.1,5,LEARMONTH AIRPORT,2006,32.1263
-22.24,114.1,5,LEARMONTH AIRPORT,2007,32.50411
-22.24,114.1,5,LEARMONTH AIRPORT,2008,31.76694
-22.24,114.1,5,LEARMONTH AIRPORT,2009,32.74822
-22.24,114.1,5,LEARMONTH AIRPORT,2010,32.63507
-22.24,114.1,5,LEARMONTH AIRPORT,2011,31.72263
-22.24,114.1,5,LEARMONTH AIRPORT,2012,32.60164
-22.24,114.1,5,LEARMONTH AIRPORT,2013,32.32384
-22.24,114.1,5,LEARMONTH AIRPORT,2014,32.38849
-22.24,114.1,5,LEARMONTH AIRPORT,2015,31.86077
-22.24,114.1,5,LEARMONTH AIRPORT,2016,31.96915
-22.24,114.1,5,LEARMONTH AIRPORT,2017,32.67458
-22.24,114.1,5,LEARMONTH AIRPORT,2018,32.55331
-22.24,114.1,5,LEARMONTH AIRPORT,2019,36.6443
-22.24,118.34,463,WITTENOOM,1975,30.43279
-22.24,118.34,463,WITTENOOM,1976,31.74027
-22.24,118.34,463,WITTENOOM,1977,33.47342
-22.24,118.34,463,WITTENOOM,1978,31.12085
-22.24,118.34,463,WITTENOOM,1979,32.9376
-22.24,118.34,463,WITTENOOM,1980,32.59553
-22.24,118.34,463,WITTENOOM,1981,32.49397
-22.24,118.34,463,WITTENOOM,1982,31.65671
-22.24,118.34,463,WITTENOOM,1983,33.03068
-22.24,118.34,463,WITTENOOM,1984,32.00082
-22.24,118.34,463,WITTENOOM,1985,33.59123
-22.24,118.34,463,WITTENOOM,1986,33.09151
-22.24,118.34,463,WITTENOOM,1987,33.18493
-22.24,118.34,463,WITTENOOM,1988,32.94804
-22.24,118.34,463,WITTENOOM,1989,32.4228
-22.24,118.34,463,WITTENOOM,1990,33.07616
-22.24,118.34,463,WITTENOOM,1991,33.53589
-22.24,118.34,463,WITTENOOM,1992,32.02678
-22.24,118.34,463,WITTENOOM,1993,32.41534
-22.24,118.34,463,WITTENOOM,1994,33.88164
-22.24,118.34,463,WITTENOOM,1995,31.59836
-22.24,118.34,463,WITTENOOM,1996,34.15109
-22.24,118.34,463,WITTENOOM,1997,32.19863
-22.24,118.34,463,WITTENOOM,1998,33.68986
-22.24,118.34,463,WITTENOOM,1999,31.9349
-22.24,118.34,463,WITTENOOM,2000,31.22155
-22.24,118.34,463,WITTENOOM,2001,32.08407
-22.24,118.34,463,WITTENOOM,2002,34.19397
-22.24,118.34,463,WITTENOOM,2003,33.24353
-22.24,118.34,463,WITTENOOM,2004,32.81524
-22.24,118.34,463,WITTENOOM,2005,34.44466
-22.24,118.34,463,WITTENOOM,2006,32.18992
-22.24,118.34,463,WITTENOOM,2007,34.2314
-22.24,118.34,463,WITTENOOM,2008,33.48066
-22.24,118.34,463,WITTENOOM,2009,33.48733
-22.24,118.34,463,WITTENOOM,2010,34.07534
-22.24,118.34,463,WITTENOOM,2011,32.2137
-22.24,118.34,463,WITTENOOM,2012,33.11448
-22.24,118.34,463,WITTENOOM,2013,33.44164
-22.24,118.34,463,WITTENOOM,2014,34.21726
-22.24,118.34,463,WITTENOOM,2015,34.13794
-22.24,118.34,463,WITTENOOM,2016,33.88388
-22.24,118.34,463,WITTENOOM,2017,33.45882
-22.24,118.34,463,WITTENOOM,2018,33.97473
-22.24,118.34,463,WITTENOOM,2019,37.92133
-24.89,113.67,4,CARNARVON AIRPORT,1975,26.47614
-24.89,113.67,4,CARNARVON AIRPORT,1976,28.29836
-24.89,113.67,4,CARNARVON AIRPORT,1977,28.19178
-24.89,113.67,4,CARNARVON AIRPORT,1978,28.06247
-24.89,113.67,4,CARNARVON AIRPORT,1979,27.27014
-24.89,113.67,4,CARNARVON AIRPORT,1980,27.45273
-24.89,113.67,4,CARNARVON AIRPORT,1981,27.52356
-24.89,113.67,4,CARNARVON AIRPORT,1982,27.82164
-24.89,113.67,4,CARNARVON AIRPORT,1983,28.00767
-24.89,113.67,4,CARNARVON AIRPORT,1984,27.66393
-24.89,113.67,4,CARNARVON AIRPORT,1985,27.78237
-24.89,113.67,4,CARNARVON AIRPORT,1986,27.25315
-24.89,113.67,4,CARNARVON AIRPORT,1987,27.98411
-24.89,113.67,4,CARNARVON AIRPORT,1988,29.03005
-24.89,113.67,4,CARNARVON AIRPORT,1989,27.98767
-24.89,113.67,4,CARNARVON AIRPORT,1990,27.35233
-24.89,113.67,4,CARNARVON AIRPORT,1991,27.62904
-24.89,113.67,4,CARNARVON AIRPORT,1992,26.95479
-24.89,113.67,4,CARNARVON AIRPORT,1993,27.15096
-24.89,113.67,4,CARNARVON AIRPORT,1994,29.04082
-24.89,113.67,4,CARNARVON AIRPORT,1995,28.16712
-24.89,113.67,4,CARNARVON AIRPORT,1996,28.74044
-24.89,113.67,4,CARNARVON AIRPORT,1997,28.09501
-24.89,113.67,4,CARNARVON AIRPORT,1998,28.34575
-24.89,113.67,4,CARNARVON AIRPORT,1999,28.42369
-24.89,113.67,4,CARNARVON AIRPORT,2000,28.57699
-24.89,113.67,4,CARNARVON AIRPORT,2001,28.17123
-24.89,113.67,4,CARNARVON AIRPORT,2002,28.16548
-24.89,113.67,4,CARNARVON AIRPORT,2003,28.02466
-24.89,113.67,4,CARNARVON AIRPORT,2004,27.4112
-24.89,113.67,4,CARNARVON AIRPORT,2005,27.28329
-24.89,113.67,4,CARNARVON AIRPORT,2006,28.43753
-24.89,113.67,4,CARNARVON AIRPORT,2007,27.97342
-24.89,113.67,4,CARNARVON AIRPORT,2008,28.03333
-24.89,113.67,4,CARNARVON AIRPORT,2009,28.48301
-24.89,113.67,4,CARNARVON AIRPORT,2010,28.35289
-24.89,113.67,4,CARNARVON AIRPORT,2011,28.57233
-24.89,113.67,4,CARNARVON AIRPORT,2012,28.92951
-24.89,113.67,4,CARNARVON AIRPORT,2013,28.83874
-24.89,113.67,4,CARNARVON AIRPORT,2014,28.8537
-24.89,113.67,4,CARNARVON AIRPORT,2015,28.73297
-24.89,113.67,4,CARNARVON AIRPORT,2016,27.4978
-24.89,113.67,4,CARNARVON AIRPORT,2017,28.26243
-24.89,113.67,4,CARNARVON AIRPORT,2018,27.93816
-24.89,113.67,4,CARNARVON AIRPORT,2019,30.86174
-26.61,118.54,517,MEEKATHARRA AIRPORT,1975,25.68984
-26.61,118.54,517,MEEKATHARRA AIRPORT,1976,29.17131
-26.61,118.54,517,MEEKATHARRA AIRPORT,1977,30.19478
-26.61,118.54,517,MEEKATHARRA AIRPORT,1978,28.67425
-26.61,118.54,517,MEEKATHARRA AIRPORT,1979,29.32192
-26.61,118.54,517,MEEKATHARRA AIRPORT,1980,29.04481
-26.61,118.54,517,MEEKATHARRA AIRPORT,1981,29.13342
-26.61,118.54,517,MEEKATHARRA AIRPORT,1982,28.83616
-26.61,118.54,517,MEEKATHARRA AIRPORT,1983,29.75014
-26.61,118.54,517,MEEKATHARRA AIRPORT,1984,28.01219
-26.61,118.54,517,MEEKATHARRA AIRPORT,1985,28.44724
-26.61,118.54,517,MEEKATHARRA AIRPORT,1986,27.24172
-26.61,118.54,517,MEEKATHARRA AIRPORT,1987,27.75315
-26.61,118.54,517,MEEKATHARRA AIRPORT,1988,28.87123
-26.61,118.54,517,MEEKATHARRA AIRPORT,1989,28.11315
-26.61,118.54,517,MEEKATHARRA AIRPORT,1990,28.54959
-26.61,118.54,517,MEEKATHARRA AIRPORT,1991,29.8937
-26.61,118.54,517,MEEKATHARRA AIRPORT,1992,27.24508
-26.61,118.54,517,MEEKATHARRA AIRPORT,1993,28.26877
-26.61,118.54,517,MEEKATHARRA AIRPORT,1994,30.43616
-26.61,118.54,517,MEEKATHARRA AIRPORT,1995,27.73077
-26.61,118.54,517,MEEKATHARRA AIRPORT,1996,29.18115
-26.61,118.54,517,MEEKATHARRA AIRPORT,1997,28.62188
-26.61,118.54,517,MEEKATHARRA AIRPORT,1998,29.50575
-26.61,118.54,517,MEEKATHARRA AIRPORT,1999,28.78022
-26.61,118.54,517,MEEKATHARRA AIRPORT,2000,27.95246
-26.61,118.54,517,MEEKATHARRA AIRPORT,2001,28.63471
-26.61,118.54,517,MEEKATHARRA AIRPORT,2002,30.14877
-26.61,118.54,517,MEEKATHARRA AIRPORT,2003,29.49096
-26.61,118.54,517,MEEKATHARRA AIRPORT,2004,29.07432
-26.61,118.54,517,MEEKATHARRA AIRPORT,2005,30.26521
-26.61,118.54,517,MEEKATHARRA AIRPORT,2006,29.2211
-26.61,118.54,517,MEEKATHARRA AIRPORT,2007,30.14795
-26.61,118.54,517,MEEKATHARRA AIRPORT,2008,29.5929
-26.61,118.54,517,MEEKATHARRA AIRPORT,2009,30.10959
-26.61,118.54,517,MEEKATHARRA AIRPORT,2010,30.12384
-26.61,118.54,517,MEEKATHARRA AIRPORT,2011,28.68466
-26.61,118.54,517,MEEKATHARRA AIRPORT,2012,29.35027
-26.61,118.54,517,MEEKATHARRA AIRPORT,2013,30.04795
-26.61,118.54,517,MEEKATHARRA AIRPORT,2014,30.56493
-26.61,118.54,517,MEEKATHARRA AIRPORT,2015,29.9794
-26.61,118.54,517,MEEKATHARRA AIRPORT,2016,29.29144
-26.61,118.54,517,MEEKATHARRA AIRPORT,2017,30.0195
-26.61,118.54,517,MEEKATHARRA AIRPORT,2018,30.22507
-26.61,118.54,517,MEEKATHARRA AIRPORT,2019,35.21409
-29.2,116.02,271.4,MORAWA AIRPORT,1975,24.60915
-29.2,116.02,271.4,MORAWA AIRPORT,1976,28.26536
-29.2,116.02,271.4,MORAWA AIRPORT,1977,28.57079
-29.2,116.02,271.4,MORAWA AIRPORT,1978,27.38166
-29.2,116.02,271.4,MORAWA AIRPORT,1979,27.65661
-29.2,116.02,271.4,MORAWA AIRPORT,1980,27.4624
-29.2,116.02,271.4,MORAWA AIRPORT,1981,26.90812
-29.2,116.02,271.4,MORAWA AIRPORT,1982,27.54986
-29.2,116.02,271.4,MORAWA AIRPORT,1983,27.68343
-29.2,116.02,271.4,MORAWA AIRPORT,1984,26.54543
-29.2,116.02,271.4,MORAWA AIRPORT,1985,27.77226
-29.2,116.02,271.4,MORAWA AIRPORT,1986,26.26579
-29.2,116.02,271.4,MORAWA AIRPORT,1987,27.6259
-29.2,116.02,271.4,MORAWA AIRPORT,1988,26.83694
-29.2,116.02,271.4,MORAWA AIRPORT,1989,26.95
-29.2,116.02,271.4,MORAWA AIRPORT,1990,25.83805
-29.2,116.02,271.4,MORAWA AIRPORT,1991,27.78904
-29.2,116.02,271.4,MORAWA AIRPORT,1992,24.03529
-29.2,116.02,271.4,MORAWA AIRPORT,1993,26.70868
-29.2,116.02,271.4,MORAWA AIRPORT,1994,28.58196
-29.2,116.02,271.4,MORAWA AIRPORT,1995,26.94551
-29.2,116.02,271.4,MORAWA AIRPORT,1996,28.29669
-29.2,116.02,271.4,MORAWA AIRPORT,1997,27.70877
-29.2,116.02,271.4,MORAWA AIRPORT,1998,28.1
-29.2,116.02,271.4,MORAWA AIRPORT,1999,27.83901
-29.2,116.02,271.4,MORAWA AIRPORT,2000,27.39836
-29.2,116.02,271.4,MORAWA AIRPORT,2001,27.31123
-29.2,116.02,271.4,MORAWA AIRPORT,2002,28.42995
-29.2,116.02,271.4,MORAWA AIRPORT,2003,28.03644
-29.2,116.02,271.4,MORAWA AIRPORT,2004,27.96822
-29.2,116.02,271.4,MORAWA AIRPORT,2005,27.54575
-29.2,116.02,271.4,MORAWA AIRPORT,2006,28.38039
-29.2,116.02,271.4,MORAWA AIRPORT,2007,28.3351
-29.2,116.02,271.4,MORAWA AIRPORT,2008,27.81421
-29.2,116.02,271.4,MORAWA AIRPORT,2009,28.73956
-29.2,116.02,271.4,MORAWA AIRPORT,2010,28.89413
-29.2,116.02,271.4,MORAWA AIRPORT,2011,27.97123
-29.2,116.02,271.4,MORAWA AIRPORT,2012,28.49016
-29.2,116.02,271.4,MORAWA AIRPORT,2013,28.50733
-29.2,116.02,271.4,MORAWA AIRPORT,2014,28.92407
